"","price","retail_price","units_sold","uses_ad_boosts","rating","rating_count","rating_five_count","rating_four_count","rating_three_count","rating_two_count","rating_one_count","badges_count","badge_local_product","badge_product_quality","badge_fast_shipping","tags","product_color","product_variation_inventory","shipping_is_express","countries_shipped_to","inventory_total","merchant_rating","product_variation_size_id","origin_country"
"800",5.74,5,100,1,3.38,58,24,6,11,2,15,0,0,0,0,"bathing suit,Fashion,high waist,Sunflowers,Beach,Waist,beach wear,Swimwear,Bikini,printed,Suits,Swimming,Women,Swimsuit,Women's Fashion,Two piece set","yellow",1,0,30,50,4.13758177780445,"XS","CN"
"802",8,55,7,0,5,1,1,0,0,0,0,0,0,0,0,"butterfly,Summer,printeddre,halter dress,dressesforwomensummer,Beach,Dress,boho,V-neck,beach dress,bohemian,icesilk,Ladies,sleeveless,Skirts,butterflyprintskirt,Casual,Women's Fashion","white",50,0,63,50,4.24858223062382,"M","CN"
"803",3.68,4,100,0,3.71,42,18,7,9,3,5,0,0,0,0,"Summer,Fashion,Mini,Tops,Polkas,V-neck,Casual,black,polka dot,sleeveless,backless,Dress,Women Fashion","navy",1,0,38,50,3.78960148550207,"XS","CN"
"804",4.86,8,1000,1,3.89,115,55,23,20,3,14,0,0,0,0,"Summer,Fashion,art,Shirt,Sleeve,tattoo,Tops,Men,short sleeves,Men's Fashion,retrotshirt,Round neck,T Shirts,Shorts,3D T-shirt,Casual,Print,Tee Shirt,printed","white",1,0,38,50,3.78990019229008,"XS","CN"
"805",11,10,100,1,3.96,25,17,0,2,2,4,2,1,1,0,"pajamaset,Fashion,sexy pajamas for womens,silksleepwearforwomen,silksleepwear,pajamassuit,Casual,Women's Fashion,Summer,Sleepwear,pajamasforwomen,silksleepwearnightgown,silk,pajamassleepwear,women's pajamas,Women","red",50,0,27,50,4.27707808564232,"XS","CN"
"806",12,11,50,1,3.29,7,1,3,1,1,1,0,0,0,0,"wavepointdre,Fashion,long dress,Beach,Dress,summer dress,beach dress,boho,Party Dress,boho dress,printed,Women's Fashion","black",50,0,36,50,3.46428571428571,"4XL","CN"
"807",15,25,1000,1,3.3,408,129,67,91,41,80,0,0,0,0,"Summer,bandage dress,women dresses,Spring,Dress,slim,casual dresses,Women's Fashion,Fashion,springdre,summer dresses,Casual,casual dress,Slimwaist,party,sleeve dress,Necks,Sleeve,Dresses,Waist,Gifts,long sleeve dress,Ladies,women dress,Women","green",49,0,25,50,3.94906367041198,"L","CN"
"808",3.91,4,1000,1,3.73,145,64,30,18,14,19,0,0,0,0,"suspenders,Summer,Plus Size,Tank,Shirt,Beach,Tops,Loose,Women's Fashion,Fashion,printed,Summer Fashion,sleeveless,Cotton,blouse,Casual,Women","yellow",50,0,48,50,3.88454364585924,"S","CN"
"809",11,14,100,0,3.16,38,11,7,7,3,10,0,0,0,0,"Summer,beachlooseshort,elastic waist,Waist,Elastic,mensdrawstringshort,Outdoor,Shorts,casualsummersportsshort,menssolidcolorshort,men's shorts,Casual,menspocketsshort","black",9,0,94,50,4.06422983198666,"M","CN"
"810",11,84,100,0,3.46,56,23,9,8,3,13,0,0,0,0,"pleated dress,robefemme,summer dress,V Neckdress,Casual,kleid,maternitydres,Party Dress,prom dress,maxi dress,Robes,Beach,loose dress","orange-red",50,0,40,50,4.20129848510072,"M","CN"
"814",7,33,50,0,3,2,0,1,0,1,0,0,0,0,0,"butterfly,Mini,Vest,Fashion,Tank,Necks,Summer,womemstop,Tops,tank top,Round neck,#top #crop,tankvest,sleeveless,Casual","blue",50,0,41,50,4.00154626913012,"S","CN"
"815",6,11,100,0,4,35,21,5,2,2,5,0,0,0,0,"Summer,A-line,women dresses,long dress,Dress,summer dress,Round neck,Cotton Dress,Women's Fashion,Women Clothing,Midi Dress,sleeveless,women dress,printed,Women,casual dress","army green",50,0,25,50,3.77411402157165,"2XS","CN"
"816",6,6,1000,0,4.18,352,211,59,40,17,25,0,0,0,0,"bodycon jumpsuits,Summer,Fashion,Shorts,Spaghetti,Spaghetti Strap,Casual,Women's Fashion,slim,Women,Ladies,sleeveless,Rompers,women Jumpsuit,jumpsuitsampromper,jumpsuit","yellow",5,0,37,50,3.93590032698162,"XS","CN"
"817",12,11,100,1,3,6,2,0,2,0,2,0,0,0,0,"summerwear,Summer,elastic waist,drawstringshort,Casual pants,pants,women's fashion T-shirt,Womens shorts,Casual,largecottonandlinenwomenstrouser,Medium,Plus Size Fashions,slimpant,Fashion,croppedtrouser","white",10,0,25,50,3.97540983606557,"S","CN"
"818",9,34,50,0,4,5,3,0,1,1,0,0,0,0,0,"women sexy dress,blouse,Fashion,chiffon,Sleeve,shirt dress,Summer,Tops,looseblouse,fashion top,Long Sleeve,womendressshirt,women shirt,Ladies,women dress,Mini dress,women top,Casual,Women Fashion,Shirt","camel",50,0,61,50,4.45810055865922,"S","US"
"819",3.88,4,100,0,3.47,34,14,5,6,1,8,0,0,0,0,"Summer,Shorts,high waist shorts,high waist,Casual pants,pants,summer shorts,Waist,Slim Fit,Short pants,Women's Fashion,Plus Size,Lace Up,Women,Fashion,Casual,Lace","red",1,0,38,50,3.95879023700035,"XS","CN"
"821",12,48,1000,1,3.98,131,64,29,21,6,11,0,0,0,0,"Mini,Plus Size,Dress,V Neckdress,Mini dress,Women's Fashion,Fashion,printed,punk style,tankdre,tunic,Casual,Women Fashion,casual dress,printeddre,Tank,Necks,skull,skullprinted,punk,Cotton Dress,Tunic dress,sleeveless,Women,loose dress","winered",50,0,43,50,4.10596705421841,"S","CN"
"822",5.65,33,1000,0,3.39,192,67,34,34,20,37,0,0,0,0,"tank top women,Vest,Fashion,women crop top,Halter,Fitness,sporttshirt,slim,Cross,yoga top,Women's Fashion,sleeveless tops,crochet,sexy,Sport,sexy tank top,Necks,Yoga,summer tank top,Tops,Slim Fit,fitnessvest,Casual,women halter tops,strappy,solid color","army green",50,0,41,50,4.03037727895458,"M","CN"
"823",11,11,1000,0,4.46,217,147,40,18,6,6,1,0,1,0,"Summer,Plus Size,chiffon,Slim Fit,Tops,tank top,Women's Fashion,Fashion,sleeveless tops,Casual T-Shirt,Tank,slim,Casual,low cut top,Women,Floral print,summer shirt,Chiffon Shirt,slim fit shirt,ruffledtop,sleeveless,tops for women","rosered",50,0,41,50,4.01466340813153,"M","CN"
"824",12,11,1000,0,3.82,428,189,101,59,30,49,0,0,0,0,"Mini,Strapless Dress,Fashion,Tank,Spaghetti,Summer,Beach,Tops,Spaghetti Strap,beach dress,tank top,bodycon,Women's Fashion,Sleeveless dress,backless,Dress,sleeveless,Mini dress,slim,Casual,Women","red",50,0,41,50,3.97886463809676,"S","CN"
"826",9,8,100,1,4.13,23,13,4,4,0,2,0,0,0,0,"heightenedshoe,wedge,Sandals,casual shoes,High Heel,Slippers,Women's Fashion,Fashion,Summer,Wedge Sandals","black",3,0,47,50,4.23985141947466,"33","CN"
"828",8,17,1000,1,3.39,219,86,33,30,20,50,0,0,0,0,"Mini,womens dresses,Summer,Patchwork,fashion dress,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,party,summer dresses,sleeveless,sexy,Casual","green",1,0,41,50,3.95444309481241,"2XS","CN"
"831",2.79,13,100,1,4,2,1,0,1,0,0,0,0,0,0,"Mini,Plus Size,Floral print,Summer,Dress,slim,Mini dress,Floral,Women's Fashion,Fashion,party,Sexy Dress,Print,sleeveless,sexy,Spaghetti,Casual","grey",35,0,48,50,4.24522536287242,"XS","CN"
"832",9,84,100,1,3.73,82,32,16,22,4,8,0,0,0,0,"Summer,Plus Size,vest dress,Lace,asymmetricalhem,Bandage Dresses,Pleated,summer dress,beach dress,Cross,Casual,Cotton Dress,slingdre,Sleeveless dress,Fashion,Dress,Cotton,Women's Fashion,loose dress,casual dress","pink",15,0,43,50,3.90977886151518,"S","CN"
"833",13,15,100,0,3.49,55,21,11,6,8,9,1,0,0,1,"bohemia,sleeveless,Shorts,Rose,long dress,Vintage,Dress,boho,Women's Fashion,Fashion,printed,maxi dress,jumpsuit,women dress,Women,Beach,Vintage dress","green",2,0,33,50,4.42857142857143,"S","CN"
"835",5.65,7,1000,0,4.24,319,183,69,37,19,11,0,0,0,0,"cottonshortsleeve,printedtop,Vest,Fashion,Shirt,Summer,summer dress,short sleeves,printedwomensdre,Cats,Casual,Women's Fashion,Plus Size,casual wear,printed,patternedtop,casualsolidcolor,T Shirts,Cotton","navyblue",12,0,40,50,4.04772518683624,"L","CN"
"836",4.86,5,1000,1,3.79,200,95,35,28,16,26,0,0,0,0,"Summer,printeddres,Halter,Dress,Floral dress,beach dress,Party Dress,V-neck,sleeveless,Floral,maxi dress,Casual,casual dress,Deep V-Neck,Beach,Plus Size,summer dress,Women's Fashion,Sleeveless dress,Ladies,party,Clothes,Fashion,printed","white",1,0,20,50,4.18913926856299,"XS","CN"
"837",6,8,1000,1,3.82,523,232,114,72,59,46,0,0,0,0,"Summer,Plus Size,cute,summer t-shirts,short sleeves,cottontop,Women's Fashion,Funny T Shirt,Casual T-Shirt,Casual,Cotton,Funny,Penguin,Shorts,Sleeve,graphic tee,Tops,T Shirts,Womens T Shirts,print t-shirt,Print,Women,Fashion","green",4,0,54,50,4.17060285891858,"S","US"
"838",6,9,1000,0,4.01,471,252,85,62,31,41,0,0,0,0,"blouse,Summer,off shoulder top,Plus Size,Shirt,loose top,lace top,Tops,Collar,Women's Fashion,Fashion,Lace,Casual,Women","black",50,0,35,50,4.09221556886228,"S","CN"
"839",8,9,1000,0,4.22,621,373,117,66,27,38,0,0,0,0,"Summer,Shorts,Fashion,Beach,Dress,Jumpsuits & Rompers,Bow,beach dress,plaid,suspended,loosejumpsuit,Women's Fashion,Clothing,jumpsuit,women Jumpsuit,Rompers,Women Clothing","red",50,0,39,50,4.19280085481501,"S","CN"
"842",8,84,1000,0,3.74,536,231,104,92,46,63,0,0,0,0,"Deep V-Neck,party,Women Rompers,Shorts,Necks,backlessromper,clubwear,Women's Fashion,Sleeveless dress,Sexy Dress,Women's Jumpsuits,women dress,Women,playsuit,trousers,jumpsuit","no color",50,0,63,50,4.26789081885856,"L","CN"
"844",14,37,1000,0,3.85,422,189,102,55,31,45,0,0,0,0,"bathing suit,Fashion,Summer,sexy bikini,beach wear,high waist,women swimwear,high waist bikini,Summer Fashion,sexy,Swimsuit,Women,Waist,women swimsuit,Beach,Swimwear,Two piece set,Bikini,backless,Suits,Women's Fashion,Swimming","orange",50,0,41,50,3.93358137664035,"M","CN"
"845",8,7,100,0,4.07,14,9,0,3,1,1,0,0,0,0,"cute,momshirt,Shirt,Sleeve,pregnant,Summer,Print,maternityshirt,Maternity,Cartoons,seenyousoon,Funny,short sleeves,Fashion,pregnantshirt,Shorts,Baby,pregnancyshirt,Casual,T Shirts","black",1,0,33,50,4.23055555555556,"S","CN"
"846",8,7,1000,0,3.09,337,101,46,61,40,89,0,0,0,0,"Summer,Fashion,halter dress,Halter,Dresses,Dress,Spaghetti Strap,Women's Fashion,Floral dress,Floral,Elegant,beach dress,Plus Size,dressesforwomen,Elegant Dress,V-neck,maxi dress,printed,sleeveless,Women","yellow",50,0,37,50,4.09730250481696,"S","CN"
"847",8,26,100,0,5,13,13,0,0,0,0,0,0,0,0,"Summer,Flowers,Necks,printed,Pocket,fashion dress,Dress,beach dress,Round neck,women dress,Women's Fashion,Stripes,Vintage,bohemian dress,sexy,Beach,Women","yellow",50,0,33,50,3.65942028985507,"S","CN"
"850",16,111,1000,1,4.05,580,321,109,68,23,59,0,0,0,0,"Summer,Loose,Floral print,Halter,halterneck,Print,Cross,Floral,Women's Jumpsuits,Women's Fashion,Women,Summer Fashion,sleeveless,sexy jumpsuit,Wool,women Jumpsuit,jumpsuitsampromper,Women Fashion,jumpsuit","beige",50,0,44,50,4.19345661450925,"S","CN"
"851",11,24,1000,0,3.78,463,216,81,69,41,56,0,0,0,0,"Beach Shorts,shorts feminino,Waist,pants,Short pants,Slim Fit,summer shorts,women shorts,high waist,Women's Fashion,Shorts,high waisted shorts,shortsforwomen,Casual,Women","yellow",50,0,41,50,4.07964375589808,"S","CN"
"852",9,65,1000,0,4.09,520,281,113,56,30,40,0,0,0,0,"Summer,Bat,Fashion,Tops & Blouses,Shirt,Sleeve,Wings,tee shirt women,Tops,Women's Fashion,Shorts,T Shirts,Plus Size,european,Women,Casual,Necks","black",13,0,94,50,4.06422983198666,"L","CN"
"854",16,14,1000,1,4.52,552,394,97,33,9,19,3,1,1,1,"Summer,summerbeach,handwoven,beachbag,wovenbag,Bali,purses,bamboobag,Handmade,Women's Fashion,Bags,Crossbody Bag,ladiesmessengerbag,Beach,Women","no color",50,1,43,50,4.25443394662689,"No size","CN"
"855",7,6,1000,1,4.23,207,121,43,24,8,11,0,0,0,0,"women bags,beachbag,strawbag,pursesampwallet,Shoulder Bags,Handmade,fashion bag,minibag,Bags,Crossbody Bag,Summer,Handbags,Women's Fashion,Beach,woven,Women","green",50,0,36,50,4.33242937853107,"No size","CN"
"857",1.76,2,100,0,4.63,35,27,5,2,0,1,1,0,1,0,"hair,Baby Girl,Fashion,Elastic,Summer,Fashion Accessories,Vintage,Accessories,girlsupplie,hairrope,Rope,bowknot,Cloth,scarf,Head Bands,Women's Fashion,Hair Accessories,Bow,Women","white",2,0,45,9,4.4559405008473,"S","CN"
"859",8,7,1000,0,4.23,650,373,141,76,34,26,0,0,0,0,"Summer,Shorts,Shirt,Sleeve,pineappleshirtwomen,pineappleflowerpattern,Tops,summer t-shirts,short sleeves,Round neck,topsforwoman,Women's Fashion,Fashion,teesamptshirt,graphic tees women,Casual,T Shirts,Necks","black",50,0,43,50,4.1148001850468,"S","CN"
"861",8,18,1000,1,4.15,158,88,34,18,7,11,0,0,0,0,"Summer,Shorts,Cotton,Cotton T Shirt,summerfashiontshirt,Tops,street style,short sleeves,T Shirts,Fashion,women t shirt,featherprint,Sleeve,Print,feather,o-neck,Women's Fashion,Casual,Women Fashion,Women","green",50,0,43,50,3.74088535541233,"L","CN"
"862",6,6,100,0,3.47,19,6,5,4,0,4,0,0,0,0,"suspenders,Summer,Plus Size,Floral print,Sexy Dress,Mini,Dress,slim,Mini dress,Floral,Women's Fashion,Fashion,sexy,Print,sleeveless,Casual","grey",10,0,45,50,3.86754716981132,"S","CN"
"863",6,33,10,0,2.33,3,1,0,0,0,2,0,0,0,0,"butterfly,Mini,Vest,Fashion,Tank,Necks,Summer,womemstop,Tops,tank top,Round neck,#top #crop,tankvest,sleeveless,Casual","blue",50,0,41,50,3.9246774093968,"S","CN"
"864",6,10,1000,0,3,87,22,10,23,10,22,0,0,0,0,"Summer,short sleeve dress,neck dress,Necks,Sleeve,Beach,Dress,Loose,short sleeves,V-neck,Shorts,beach dress,Plus Size,Midi Dress,summer dress,Print,Pullovers,Women's Fashion,Casual,Women","yellow",3,0,20,50,3.67672413793103,"XS","CN"
"865",4.65,4,50,0,5,0,0,0,0,0,0,0,0,0,0,"Women Vest,Plus Size,Tops & Blouses,tunic top,tanktopcroptop,Summer,backless top,sleevelessblouse,Tops,ruffletanktop,Women's Fashion,tshirtcasualtop,tank top,teevest,sexy,Ladies,Tank,Fashion,Casual,sleeveless,Women","lightpink",9,0,36,50,3.89179104477612,"XS","CN"
"866",2.67,67,10,0,5,0,0,0,0,0,0,0,0,0,0,"butterfly,Summer,Outdoor,isolation,Masks,Sport,Women's Fashion,Fashion,Health,Face Mask,Print,Women,Cotton,Casual,cottonmask","purple",5,0,27,50,3.69230769230769,"1 pc.","CN"
"867",11,10,100,1,3.5,10,4,2,0,3,1,0,0,0,0,"bigswing,Summer,Necks,long dress,Dress,Maxi Dresses,Round neck,Women's Fashion,printed,long dresses,sleeveless,Holiday,Beach,Casual,Women","red",49,0,30,50,4.02446009753077,"S","CN"
"868",5,26,100,1,4,4,3,0,0,0,1,0,0,0,0,"Summer,Shorts,Yoga,Lace,pants,Athletics,Fitness,Short pants,camouflage,Women's Fashion,Fashion,Panties,t,Print,Sport,Women","pink",50,0,41,50,4.15754769215282,"S","CN"
"869",11,11,1000,1,4.22,223,136,43,20,6,18,1,0,1,0,"Summer,Plus Size,letter print,asymmetric,Dress,boho,Casual,Women's Fashion,Sleeveless dress,boho dress,sleeveless,maxi dress,Fashion,loose dress,casual dress","purple",5,0,35,50,3.76611694152924,"XS","CN"
"871",12,11,1000,0,3.61,171,73,30,26,13,29,0,0,0,0,"butterflyprint,butterfly,Plus Size,Summer,fashion dress,Dress,Mini dress,Mini,Women's Fashion,Fashion,Summer Fashion,knee,Casual,Women Fashion,casual dress,Shorts,button,summer dress,Women,Print,sleeveless,Above Knee dresses,loose dress","white",7,0,54,50,4.19455414674704,"S","CN"
"872",1.72,26,1000,1,4.33,18,10,5,2,1,0,0,0,0,0,"Tops & Tees,Plus Size,Tank,Shirt,Summer,Tops,summer t-shirts,tank top,Women's Fashion,Fashion,printed,whiskeytshirt,sleeveless,o-neck,Casual,Women Fashion,Cotton","yellow",9,0,43,50,4.00728332119446,"XS","CN"
"873",1.72,2,100,0,4.23,13,7,4,0,2,0,0,0,0,0,"blouse,Summer,Plus Size,Fashion,Sleeve,Shirt,Tops,short sleeves,V-neck,loosetee,T Shirts,Shorts,Women's Fashion,Casual,Women","fluorescentgreen",3,0,55,50,4.0032,"XS","CN"
"875",5.8,9,1000,1,3.83,52,25,7,11,4,5,0,0,0,0,"Summer,Plus Size,Shirt,2pieceset,short sleeves,Outfits,Women's Fashion,twopieceoutfit,off shoulder,printed,Tie Dye,Dyes,sexy,shortsforwomen,Fashion,Women Fashion,Women","rosered",4,0,43,50,3.80996642516346,"XS","CN"
"877",3.66,26,100,1,3.2,10,4,2,0,0,4,0,0,0,0,"Summer,Toy,Gifts,bubbleball,Balloon,Children,balloonsbirthday,water,Outdoor,magicbubble,balloonsforparty,Fun,party,gaes,magicbubbleball,bubble,Inflatable,kids","green",50,0,140,50,3.33828996282528,"S","CN"
"881",15,59,100,0,3.87,202,94,50,21,12,25,0,0,0,0,"women dress,boho,Vintage Dresses,Mini,Summer,Beach,Dress,sundress,backless dress,casual dresses,Mini dress,maxi skirt,beach dress,boho dress,summer dresses,Party Dresses,Striped,Women,Women's Fashion,Casual,Necks","no color",11,0,30,50,4.15783679647723,"M","CN"
"882",8,7,100,0,4,13,5,5,1,2,0,0,0,0,0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress","white & green",5,0,23,50,3.7906976744186,"XS","CN"
"883",1.71,2,50,1,4.67,3,2,1,0,0,0,0,0,0,0,"Summer,Shorts,Waist,Elastic,Bottom,pants,Loose,Short pants,Women's Fashion,elastic waist,Fashion,Casual,Women Fashion,Women","grey",2,0,31,50,3.79744816586922,"XS","CN"
"885",20,17,50,0,4.17,12,7,2,2,0,1,0,0,0,0,"Summer,Shorts,Sleeve,pants,shortsleeveset,mensjoggersuit,sweat suit,Short pants,short sleeves,Outfits,Women's Fashion,Sport Suits,short sleeve shirt,Sport,men's suits,Casual","red",50,0,36,50,3.92307692307692,"S","CN"
"886",9,8,1000,0,4.17,648,347,160,76,33,32,0,0,0,0,"bathing suit,Fashion,women beachwear,bikini set,Bikini,Summer,Print,Swimwear,Swimsuit,Floral print,beach swimwear,Women's Fashion,high waist,2piecesbikini,Suits,Floral,floralprintswimwear,Women,Beach,Waist","black",50,0,41,50,4.03037727895458,"S","CN"
"887",2,56,1000,1,3.73,41,17,10,6,2,6,0,0,0,0,"Women Vest,Vest,womens  tank,camisole,Women Blouse,Shirt,Plus Size,womens top,V-neck,sleevelessvest,Womens T Shirts,Women's Fashion,Fashion,Summer,printed,floral shirt,Floral,sleeveless,Women,vneckshirt","green",2,0,27,50,3.90990702148124,"S","CN"
"888",5,5,100,1,3.4,25,11,3,2,3,6,0,0,0,0,"lacebrallette,Plus Size,crop top,bralette top,tasselslingerie,Tops,brallettesexy,floral lace,Women's Fashion,Lingerie,Summer,brassierefemme,sleeveless,Floral,Tank,Women,Fashion,Bras,Lace","black",50,0,35,50,3.91836734693878,"XS","CN"
"890",11,10,100,1,3.56,71,29,10,15,6,11,0,0,0,0,"Summer,Leggings,Fashion,high waist,pants,slim,Women's Fashion,trousers,Green,Army,Women","army green",50,0,35,50,4.06901509705248,"4XL","CN"
"891",16,14,1000,1,4.27,127,75,31,9,4,8,1,0,1,0,"2pieceset,Shorts,crop top,Sleeve,Summer,tiktok,Spring,Tops,Spaghetti Strap,short sleeves,Outfits,Fashion","gray & white",50,0,36,50,4.21789883268483,"XS","CN"
"895",8,7,100,0,3.8,15,9,1,1,1,3,0,0,0,0,"Summer,Vest,Plus Size,Shirt,Loose,V-neck,Women's Fashion,Fashion,sleeveless tops,Casual T-Shirt,Casual,Cotton,blouse,Tank,Necks,Tops,Ladies Top,boho,bohemian,slingshirt,sleeveless,Women,tank top,printed","grey",50,0,14,50,4.04545454545455,"XS","CN"
"897",3,3,100,1,4.04,47,22,13,6,4,2,0,0,0,0,"Summer,harem,trousers,Yoga,high waist,Casual pants,Long pants,pants,Waist,yoga pants,Women's Fashion,yoga leggings,harem pants,High Waist Pants,Fashion,sweat pants,Casual,Women","brown & yellow",1,0,29,50,4.09358828172967,"3XS","CN"
"898",8,20,1000,0,3.12,341,106,45,62,39,89,0,0,0,0,"Summer,Plus Size,Deep V-neck Dress,Mini,Beach,Pure Color,Loose,Vacation,V-neck,Mini dress,beach dress,sleeveless,Dress,women dress,Women,Women's Fashion,Casual,casual dress","skyblue",50,0,138,50,3.95316874522779,"S","CN"
"900",9,21,100,0,3.51,47,17,10,6,8,6,0,0,0,0,"Summer,womens dresses,Mini,Patchwork,fashion dress,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,sexy,party,Casual,sleeveless","green",7,0,34,50,4.11386995013738,"M","CN"
"901",11,49,100,0,3.73,26,12,4,3,5,2,0,0,0,0,"blouse,Summer,Vest,Fashion,Shirt,crossstrap,Tops,Loose,Cross,strap,Women's Fashion,solid color,sexy,Casual","winered",25,0,43,50,4.14396551724138,"M","CN"
"902",13,11,1000,0,3.36,350,115,75,54,33,73,0,0,0,0,"Summer,Shorts,Necks,floralprintdres,plus size dress,Dress,summer dress,Vintage,Mini dress,Round neck,Print,short sleeves,shortsleevesdres,off shoulder dress,Sleeve,Girls Dresses,women dress,print dress,Women's Fashion,loose dress,casual dress","red",50,0,14,50,3.87200997619318,"S","CN"
"904",7,7,1000,0,4.02,636,330,128,90,34,54,0,0,0,0,"Summer,Vest,momshirt,Get,summer t-shirts,funnytop,yoga top,Tops,Women's Fashion,Fashion,Casual,Women,blouse,Funny,Tank,Shirt,graphic tee,sleevelessblouse,sportsamprecreation,Dinosaur,gymwear,sleeveless,casualblouse","white",50,0,41,50,4.01815713558459,"S","CN"
"905",9,10,10,1,5,0,0,0,0,0,0,0,0,0,0,"blouse,Summer,Fashion,Ladies Fashion,topsandtop,slim,V-neck,Ladies,Women S Clothing,sleeveless tops,Print,sleeveless,Printing,Tops,Women","black",50,0,43,50,3.69072164948454,"XS","CN"
"906",8,7,100,0,4.19,54,33,10,4,2,5,1,0,1,0,"Summer,Plus Size,women dresses,Evening Dress,Dress,slim,casual dresses,Mini dress,beach dress,Fashion,sleeveless,summer dresses,casual dress,slim dress,Shorts,Waist,short dress,Slim Fit,Women's Fashion,camouflage,Sleeveless dress,t,women dress,Women","pink",50,0,21,50,3.85193013683391,"XS","CN"
"907",8,8,1000,0,4.06,121,61,28,16,10,6,0,0,0,0,"blouse,Summer,Shorts,Cotton,Shirt,letter print,Sleeve,Tops,topsamptshirt,short sleeves,Round neck,Women's Fashion,Plus Size,teesamptshirt,Casual T-Shirt,Print,Women,women top,Fashion,Casual,Necks","pink",1,0,42,50,4.02424242424242,"S","CN"
"909",14,13,100,0,4.5,113,82,17,7,3,4,1,0,1,0,"Summer,long skirt,Fashion,Lace,Dress,camouflagewomensdre,Pocket,Women's Fashion,lace skirts,camouflagedre,sexy,Summer Fashion,summer dresses,sleevelessskirt,slim,Casual,Waist,printeddre,high waist,Skirts,pocketskirt,camouflage,Sleeveless dress,t,print dress,mini skirt,Print,sleeveless","grey",50,0,40,50,4.04772518683624,"S","CN"
"910",13,93,100,0,4.09,127,68,27,15,9,8,0,0,0,0,"Summer,Plus Size,midcalfdres,Dress,Loose,strap,Cotton Dress,Women's Fashion,Fashion,frilled,sleeveless,Women,Casual,Cotton","pink",5,0,40,50,4.23538180598517,"S","CN"
"911",13,59,1000,0,4.14,870,520,133,106,40,71,0,0,0,0,"Blues,Summer,Shorts,rippedjean,Women jeans,Denim,Casual,Pocket,Women's Fashion,jeansshort,Denim Shorts,Vintage,womenshortpan,sexy,shortsforwomen,holejean,Jeans,Women","navyblue",50,0,43,50,4.03873388609817,"S","CN"
"913",3.69,53,100,1,4.36,11,6,3,2,0,0,1,0,0,1,"Summer,Fashion,pants,women's pants,midwaist,Loose,straighttrouser,Casual,Women's Fashion,solid color,midpant,Large Size,slim,croppedtrouser,Women","black",1,0,27,50,3.85559566787004,"6XL","CN"
"914",3.85,69,1000,1,3.23,185,51,33,42,26,33,0,0,0,0,"bohemia,bathing suit,Fashion,bikini set,padded,Summer,Beach,beach wear,Swimsuit,Bikini,Swimwear,boho,Women,Push up bikini,Women's Fashion,Bras,Swimming","multicolor",1,0,25,50,3.9601706970128,"S","CN"
"915",11,10,100,0,3.91,22,13,1,4,1,3,0,0,0,0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women","white",50,0,40,50,4.10634252342795,"XS","CN"
"916",2,2,1000,0,4.19,81,50,14,6,4,7,1,0,1,0,"blouse,Summer,Plus Size,Tops & Blouses,Lace,Tank,Tops,topsamptshirt,tank top,Women's Fashion,Fashion,Loose,topsampblouse,Print,sleeveless,sexy,Women,Casual,Cotton","green",1,0,35,50,4.14695734747171,"XS","CN"
"917",8,85,100,1,4.5,14,9,3,2,0,0,0,0,0,0,"Summer,antimosquitofly,Electric,Home & Living,flyswatter,electricswatter,Home & Kitchen,Battery,insectzapper,flyswatterelectric,Home,mosquitoswatter,electricbugswatter,mosquitokiller","white",1,0,15,50,3.90173410404624,"No size","CN"
"918",7,7,10,0,3.36,11,4,1,3,1,2,0,0,0,0,"Fashion,crop top,Fitness,Tops,Shorts,Women's Fashion,Plus Size,Sport Suits,sexy,Ladies,sleeveless,Sport,Collar,Women","black",1,0,38,50,3.81047937569677,"M","CN"
"919",11,24,1000,0,3.73,154,68,31,21,14,20,0,0,0,0,"Mini,Tassels,Plus Size,Lace,Summer,Dress,summer dress,short dress,Women's Fashion,Shorts,Lace Dress,sexy,sleeveless,white,Beach,Casual,Women","white",50,0,42,50,4.21343856923949,"L","CN"
"924",12,11,100,0,3.97,37,23,4,1,4,5,0,0,0,0,"Women's Fashion,Summer,Shorts,Sleeve,shortsleeveset,mensjoggersuit,sweat suit,Short pants,summersuitset,short sleeves,Sport,summerpant,Sport Suits,toppant,short sleeve shirt,Outfits,men's suits,Casual","white",50,0,42,50,3.73553719008264,"S","CN"
"925",5.66,6,100,0,3.08,13,3,3,3,0,4,0,0,0,0,"slimming,wasitcincher,Fashion,waistgirdle,slimmingcorset,Corset,Summer,Waist,waist trainer,Fashion Accessory,Vest,shaperwear,belt","black",50,0,35,50,4.06901509705248,"S","CN"
"926",16,14,100,0,4,11,5,3,2,0,1,0,0,0,0,"Summer,short sleeve dress,Floral print,Dresses,Dress,Print,boho,long dress,Women's Fashion,boho dress,women's dress,Floral,women dress,Women,Beach,casual dress","black",50,0,26,50,4.14827201783724,"S","CN"
